order_id,payment_sequential,payment_type,payment_installments,payment_value
b9cc63896ef69b7d771e5ab5ffdc5388,1,credit_card,5,212.88
299ae4512f5e613ac6ee6904cdd7daad,1,boleto,1,73.57
d43472e081e497455a0b707e249ce567,1,debit_card,1,113.97
958a4a1077deacbebcc8cdd442792b77,1,boleto,1,41.75
77474f59024d12a846fb80577dd24ee4,1,credit_card,3,1011.31
708e9dad5dc7867bc3c61cee01f1f311,1,credit_card,2,208.74
ccfcb4cab5f8381fa4b683ffad7dedd7,1,boleto,1,115.07
e2a2dd06d145888e8ae6cd472c742e7d,1,credit_card,3,305.27
8429c84330a72186ef73cee90cd9a9c1,1,credit_card,1,122.06
c965c44f852330e40d852eff37abac16,1,boleto,1,135.59
a4e90e85913254028e2b816285a11db9,1,credit_card,5,118.07
a7c17d3f5f5c9612a2bc81be1aadcdeb,1,credit_card,1,63.27
ac5d693f43004c406ffca277f9d3e63c,1,credit_card,1,32.72
96a829e0e554c697670638997aadc45b,1,boleto,1,55.95
7ec0ce5aa3f5d3a29537f1eec975ac26,1,credit_card,3,476.38
0533030deeaf4b83feea1ea004f2ddb5,1,credit_card,6,102.6
7b8cdadf6b13903fc09049ba85f5ecb3,1,credit_card,1,241.71
8d3c15519d40227c3bcca13bb5bbf6d2,1,credit_card,1,178.64
3ab7017ae596ec8fae78b7232580a0a8,1,credit_card,3,37.28
56ddb62cd43497b05a7deb575d7547d7,1,credit_card,7,77.57
2066d72ba98377b5d57dcb234c70c2a1,1,credit_card,1,223.0
e06ff711ddcab05c3651a9b1bb003950,1,credit_card,12,138.28
ec0bc44edd6eff22baea2a84bf6c0404,1,credit_card,6,342.88
4f916177e07bacaaaf3d51df3cc133a6,2,voucher,1,102.47
cc5161712eb3121670b819908ada7032,1,credit_card,2,125.18
bf5a44a0843a026ecf32a63d882550f5,1,credit_card,2,178.18
b9cb4e1c0f63ec744001f15b698ebc73,1,credit_card,1,136.71
920037eb65e06896719e05ae4a042840,1,boleto,1,148.19
441bda02c27a285cfa9ebeaeb9954e4a,1,credit_card,6,96.93
b431ef5386c1579fc784586883d7ac91,1,credit_card,1,46.0
d0a9dafd211ac9467af0318383ef4da1,1,credit_card,5,243.34
cb26769d014df1d16ffd4de9098e95d7,1,credit_card,8,87.74
b0c4e1ead56e62a30575f0d2af9a2f95,1,credit_card,5,722.21
584c2b6afebd2ec8c284ee84f4c79ebf,1,boleto,1,88.06
e7dd506a63f07f307075dd46a6a5f41b,1,credit_card,8,215.01
ee81bf903abef1ac470e75d14fd15165,1,boleto,1,101.74
d83ed20d296bdd288f45b29843643bc9,1,credit_card,1,87.55
350fcc9d4ae2e108916f12c7ca8ca8e3,1,voucher,1,44.01
d43d694cf81ca89d8e50c6f3c199f0de,1,credit_card,1,3.58
2b781b53b653523cf1337a742b71aed3,1,credit_card,2,122.34
23b6026f4aa837ed95e0941208f31434,1,boleto,1,70.28
9f1d0b98c248d6afcfd3c708a723edf8,1,credit_card,5,319.11
fd8ae066cb36d75d6a3679bb30370c39,1,credit_card,1,64.51
86e15c44520932e049ca96660a60b776,2,voucher,1,20.0
9f721c43752081baa0310ad5660e6033,1,credit_card,1,935.36
d6c5dca773097a2319454e361da874d6,1,credit_card,2,50.24
e247a0570d308da27cd7f349902e66f8,1,credit_card,1,27.69
9d27094c5a72cbf877d632e2d03356e4,1,credit_card,2,181.7
7b037997dc5c0effc3ef3339f5e3d509,1,credit_card,1,108.26
85a81c0e39303d994f18f70782aea630,1,credit_card,6,643.82
b921acf09054fd397896f271b0456f01,2,voucher,1,20.12
788b5c7981deb39a53f098ed02cde155,1,credit_card,2,56.1
0c3a7b14aa5e70ef5991122f6bb552de,1,credit_card,10,154.66
954ab5c4577503f15b807007b0a1d8cc,1,credit_card,8,112.69
1973095f2596945f9dcc773608d8cad2,1,credit_card,2,69.04
b712b4e550ff93a128404e9362d7958b,1,credit_card,2,29.84
ec1bf6be538a31d3b13bfa67d87010ce,1,credit_card,4,85.81
7e22f51e3776fdeb688dfb2af5bc7147,1,credit_card,8,217.01
593732bc7133b31a809050a3df77f34c,1,boleto,1,57.28
c6c31b3822788ef03a9e4a3433024b34,1,boleto,1,48.29
ddf732195968469df311feb9d52e542a,1,credit_card,1,26.25
00faa6afcde74aaa630e1d2fda2bb0f7,1,boleto,1,40.76
282c19328edcd28ae2d11f5aadeacf8b,1,boleto,1,223.12
091dcb1d0729687de77f652e849db3f1,1,credit_card,3,64.22
a156911dd7e008e373ba70af8ddf3ce9,1,credit_card,1,107.55
88236ec3283901ac03893885acd80574,1,credit_card,1,69.93
972976cb62fb977bfbc253219799e486,1,credit_card,1,39.75
e6604d0d52456fe3a3fdf965b7b924f7,1,credit_card,1,69.71
c37d41945512f0cfbcdd0f085bbd04d8,1,boleto,1,222.08
0a2f3c7b4abf07c314a043c7044b0522,1,credit_card,2,114.85
6bf6ed15e270872bcf65052a0307d6fa,1,credit_card,10,111.07
746c571ef93dfd0c1ee0a6d4e9d983c7,1,boleto,1,37.68
8fc129e3ef1d0321226112bca0564142,1,credit_card,1,36.96
a48785f2d133daf40341171f96f31b7b,1,credit_card,1,339.31
b980d737d846b36f807b28e40796003a,1,credit_card,2,175.08
e07a84ec1cfd8380eecb3f1a2afa7eb6,1,credit_card,6,60.0
dbd87af377a44750880f408405a17ddb,1,credit_card,10,682.85
a4e60f26b5298171b4a850402c2ae5e9,1,credit_card,1,5.23
28338f972c72eef77e6751ad3657284d,1,credit_card,2,58.6
cae916a392d51a600dd6d7b5eb9b8106,1,credit_card,1,126.54
c0f3bbb3ae2e2d74db5fcd5a0e3c84e3,1,credit_card,3,109.11
824abb0e495f59750ecceff64e86459c,1,credit_card,5,79.71
981f5cf29634672b36363c9ca9d4c3a4,1,boleto,1,38.6
ff229c2bb720b61c11d51e0249799aba,1,credit_card,10,190.43
b7832620d1c6dec5b515fa82c3bd6577,1,credit_card,4,280.35
4a03ac27b6a5ba3e30014433ff93cb80,1,credit_card,2,102.26
2c453858db792dfba1340601d2814b28,2,voucher,1,37.11
50dfcf67e810d36666fa94f1a77c6d49,1,credit_card,4,98.71
1ac347121eefa52ab9ed2cb87693afb0,1,credit_card,5,114.8
450acd2e753be51b02a7db4e9f742b52,1,credit_card,1,18.38
07294ed0ece67bb004a4813c77dfc3e3,1,credit_card,2,65.48
fb244f5888763d8429a89b3438d70295,1,credit_card,4,98.39
b857ab4fe30b0d1e9eaa0922b8a8d364,1,credit_card,2,227.66
b81909d99454a0227bc01cc241ef921a,1,boleto,1,68.1
97f1dd40b5bea6a7e3cf78fd83a28cb1,1,credit_card,1,69.07
6d9da1dcc8d05c588e4ea617d0fe9465,1,boleto,1,760.09
7cc23d880ead6eb7ebecb6292435b6d6,1,credit_card,1,46.6
b7d6f9e405deaa6ff82ab9d96608482f,1,credit_card,7,251.28
aa3ae718cc36bc728bd78c098dc84c24,1,boleto,1,75.16
cbd1b65ad17e5be3c2c8dd66d0e581a2,1,credit_card,2,105.28
2a0bb55de2144ca90f83868c97320be4,1,credit_card,1,38.13
d9cd31e853bff10e7c7827e48e26caa5,1,credit_card,8,529.54
fe97f3949cbc37b9ab48ac5769514cbe,1,credit_card,4,45.0
5a65cedc025f607cbdb4c5219f648ae3,2,voucher,1,20.0
a3f701e4bf2687d7aa6b807340426a26,1,credit_card,4,174.87
e93a08b4b8bec070a829d321c8172c49,1,credit_card,2,87.67
fdb987001ececccfd2e9320c8115d125,1,credit_card,6,68.13
fad1e133ca16d525f3b6e2ae6008840e,1,credit_card,2,112.84
c9a4157fc325f9df022d812f02226d85,1,credit_card,3,166.72
1e9c5ca232e1cdb290cb11b20d668c50,1,credit_card,8,537.99
11b4e9ae5ca811613824353594fa6044,1,credit_card,10,440.71
4540273b4f01534b24124542bc34568a,1,credit_card,5,54.63
73999a9333e138c624bc229c8b5a5301,1,credit_card,2,199.8
9023f19129c14dadfacec1394f255de9,1,credit_card,10,107.78
b88d2770687ac406cf224922ace6db95,1,credit_card,3,410.78
2468e620a816b687f5dc6878e7d847ce,2,voucher,1,46.68
2edf35d55b806cc2d389c8008e0d7f27,1,credit_card,3,32.85
02ed3b96772956405d25c2d35c766c68,1,credit_card,8,99.26
3008498e80be1b85f0ac899b5dc2da66,1,credit_card,2,143.49
edefc0fa09c98cc491e9d2cf95ee4a5f,1,credit_card,1,35.96
d080ae08baaaf19491c5b2d62cd02bf2,1,credit_card,6,578.79
02dbd29bc7a490d582762fae9f0fd997,2,voucher,1,49.5
9611397da79fc7abde6547d329ba3f33,1,boleto,1,53.84
f7a1c7b797e20c75f2e3dcec7ff17d22,1,credit_card,4,49.71
cca6db6aa192f99ed392d637fc8c1b86,1,credit_card,3,93.71
fce8ff96dc39e6ad674a20032e22b435,1,credit_card,1,47.17
c56063fb44250985a4649811b257edc7,1,credit_card,3,35.21
fd4c1cc6d742f00dee7633f6a72cbe60,1,credit_card,10,355.06
3eae45e1345a16673017c7c36f18ee34,1,credit_card,1,178.97
d0c92aeaa21db1cecf13d791017fe2b2,1,boleto,1,31.29
163099b696818c7c5dd7ffb4e01209d6,1,credit_card,3,115.03
bf5df6110fa6b9de1ed64e327a25396d,1,credit_card,1,96.8
73c765c78996979d2a49043276b607a8,1,debit_card,1,164.42
1c1898497fc8543e0f31343dc1c31553,1,credit_card,1,131.64
167b62d7c79628cf5f36776281be5731,1,credit_card,2,172.93
734b5a25b4318e6840301f241811ad1b,1,credit_card,3,195.39
16c24987724018f73b746aacfbb5f8e8,1,boleto,1,180.45
bd50e1e10ed8a1e38db7af2e76a1986f,1,credit_card,3,332.71
6c983b6b465b11087129a008c89a4829,1,boleto,1,340.05
66b12481cc96a1cd3433f135e812ce3a,1,credit_card,5,104.7
48af7589aa4fbcb01531df8c9b510e91,1,credit_card,6,395.8
ef00af19f3e4667ac596baf6656e0ee4,1,credit_card,22,228.71
146bc27ff71043a6ace37bd4dec7b754,1,credit_card,2,67.62
ef43444651cdedfaefc1123e4acd02aa,1,boleto,1,293.76
037e725440b59939735ae0aff888a015,1,credit_card,1,130.15
ea29d09fa496c9e054d57d5f7f153478,1,credit_card,1,64.04
5e0f498aef45e2d62d0c983110ef0892,1,boleto,1,157.13
4b9e031a205af9c7035eda4f4db1ba69,1,credit_card,2,69.33
5270a6da2c326132afd3b3c0a186a795,1,credit_card,5,58.17
892106e2f061b6b70a4942db53200b8a,1,credit_card,1,28.19
c4fef2621519c7ab7541140d3cbda9e1,1,credit_card,1,45.63
610978786c543b1b75c537dcd82a8d10,1,credit_card,3,90.3
7ea64b9b8029d78ab2a77b1d4df4a008,1,credit_card,4,136.86
90ae645ceacd8832133a491224beb6b1,1,credit_card,2,52.59
812a3cd39ef8ee7455ea166a05534b0a,1,credit_card,3,194.5
b8f1d12f21b83fdb91d157f357617d90,1,credit_card,3,49.53
dbe2e048ec0057accc15716fa929c405,1,credit_card,5,286.2
57caf8a4f24c13ac1f4ec44f39a18a44,1,boleto,1,24.1
3418c754c6d0c412d57cca00b6ccfbe2,3,voucher,1,4.39
7e85dd5c64bfd481355a0662f9f9f777,1,boleto,1,29.79
f1a2c0aa708e55ca4ab35b96f89c9aad,1,boleto,1,155.96
8f65131225833fbebbca5422422026cf,1,credit_card,1,47.75
d9b4f2ffa6ecd7c3ba59f13458e3ebb2,1,credit_card,1,543.9
7276ebb4ef0951f006dbfb2deb76d255,1,boleto,1,149.65
285c2e15bebd4ac83635ccc563dc71f4,14,voucher,1,1.75
88fb1f364095174f013123c8a3781c31,1,credit_card,5,639.43
23fecfa4bb4a22fea354fcab23bcf1cc,1,voucher,1,402.56
e5cc9aee90086c1cb675e3feef14cb57,1,credit_card,10,105.28
17186e8730668b50ac4582f8b54c815c,1,credit_card,2,151.05
728795566669c2f36ab5118fcde3af33,2,voucher,1,32.16
9dcd79fc27cfb2b56c614e91db69942a,1,credit_card,2,138.6
6768cd1c4f84a44f988f7e03ceff5699,1,credit_card,8,102.98
2ca9036cf880a76f0a41894ede902e55,2,voucher,1,7.3
05f99bfc5053a88e0955bea396422a81,1,credit_card,10,189.15
e258350306205f6294e6209d92b3470d,1,credit_card,5,50.74
da9409a419597e4d2a671193c8dd6095,1,boleto,1,209.3
0e3bb5bc8f2262c9fc302e56de5b7c48,1,credit_card,10,132.38
46b6741ad3894b35c9345747e8a326a3,1,credit_card,10,236.16
8ce6aeb98624ab2ad6732488877b875e,1,credit_card,8,351.96
24016340d5156f96d37500c78a7fe591,1,boleto,1,373.11
8b90d2eeff994cb8c7f281e9888c340d,1,credit_card,8,194.13
2346e1104a4b18a23e6dc6a87c2d1b8c,1,boleto,1,106.97
5780d10774b33a1128ca4bcb46c055af,1,credit_card,1,76.62
9d3da55bc185ccdbeccac8824c7330ae,1,credit_card,4,40.28
176ceeb8643366da493b896ac02ba4b5,1,credit_card,2,157.51
0f344e8ea4fe9078a8183936e5407113,1,credit_card,6,157.22
8420b0f7022cf4d4ec5eec76ce180669,1,boleto,1,178.24
92d210ae0a4555c611b5ffdf82bba88c,1,credit_card,1,77.66
7a80e1aeb92fb6ae503ebc33c85e23dc,1,credit_card,5,102.54
e45b8a62c43866e3c9989324547db51c,1,credit_card,4,98.98
b63e91fac7037a2bba4fad09acd96691,1,credit_card,1,91.18
42fd8129e4153758fd7bed28d50218f4,1,credit_card,1,69.9
db7b454406f5f1f11a4aeb0ee58f473b,1,credit_card,4,43.79
1c487b52a0823daeced375367d5f73de,1,credit_card,1,162.32
8681115ee9073763981721e9e4cadbe3,1,debit_card,1,239.1
8a608b535d6218591ef223603060f3dc,1,boleto,1,100.54
3f7ac2772804d1316e995c3621024c7f,1,credit_card,1,35.77
dc0b827df3db237adaa4fb6c4a770096,1,credit_card,1,71.72
4798ef2f0de08baa8ddd97ceee3f7c60,1,credit_card,2,61.01
94c61f1ebb6e6f2da2d8a0d7ac853729,1,credit_card,1,732.68
45776460b7ff952460b7e9d32c28bd9b,1,credit_card,1,26.17
70d0dedf8c23e2cedca5915427acd101,1,credit_card,6,185.26
db090a16182b263b1e896bb26c6f66cf,1,credit_card,2,46.82
31f2497110f1ac4723c65060cd81dd92,1,credit_card,6,330.31
2d816b6a11ddd3843f307d1333321091,1,credit_card,1,26.68
154e1f0a7267e7d9269d772aa4beeab7,1,boleto,1,58.45
938cf33aaa64536379e72993eab4cef2,1,boleto,1,153.1
425fcc243ccff35a28b40a54a506487b,1,credit_card,1,67.74
70a4b21bf18001a99d94bf894697b8c1,1,boleto,1,229.78
b7441c24c727cdf423f8339a62447193,1,boleto,1,285.02
541a17edc9f2346ca1757f05f5450b4b,1,credit_card,2,166.8
d4911279e8f92849f1685ed9436c2483,1,boleto,1,82.73
309688f286ca9fb39735664ba1e37b29,1,boleto,1,50.01
11d583b90a9032858521c21a83ae2128,1,credit_card,1,43.79
e4e9fa1ceb459e9dfebba5e0b09849f3,1,credit_card,3,82.39
23858bdc4cab9cf5b5de163b1f12ea71,3,voucher,1,0.6
9dc7211819545928779f926c67f9031f,1,credit_card,3,212.0
ce8502b200546c12a54e51a65f313f34,1,credit_card,4,45.55
33a08d5c54f24e209c3a1c2c9fc40c97,1,credit_card,1,64.09
f7380d2ae6b2e130f6b1bb997ff1194a,1,credit_card,3,178.27
70669aed7ddba4c10b2243a0634069f5,1,credit_card,5,196.33
5c73abbb11b2fecca387746f9bee479c,1,credit_card,5,411.21
c7da1b57f7d2251252370bc7d94168fe,1,boleto,1,38.0
eb663148871943b62e1729add83f8051,1,credit_card,4,49.11
77398a0f3a4c177f2c4c7010abb1d9d9,1,boleto,1,464.89
15513623d17d4fbfb1fc871c176e9f75,1,credit_card,1,54.78
93f6802eddf412ddaece53aba01d1db3,1,credit_card,4,92.13
928c456c589166bf1f6a77a4ec6a8165,2,voucher,1,6.45
eab03e7736b6f5822bd2bf48812a57ae,1,credit_card,10,415.0
abd7d619de0d42df3a64707190c05bb6,1,credit_card,8,403.8
f77fe87685972d2d1a7ff6600f590d59,1,credit_card,8,241.45
ec3c91446200b1b6f5d6f20fc5a61ab6,1,credit_card,3,170.87
9941c14602ccbe66611b6a4b8fe01d99,1,boleto,1,172.72
c5bc8257538b2c4e938a4e8836aa70b5,1,credit_card,2,91.48
92623cbeebb84cd7423fac6254b414bd,1,credit_card,3,456.81
afb45414100054ba4a61c3fd695ec72b,1,credit_card,4,121.98
e98ba943e04c65162bf2baae4db5d171,1,credit_card,3,194.53
936791179c34e3075442addfba1a3089,1,boleto,1,135.62
0baf7baccd1d8c755bfb78c96a2bbc62,1,credit_card,4,103.55
42c384d95181d3ee567e8639ff74fff9,1,credit_card,1,84.34
aeec431748740b82048a6041aaa69c5d,1,credit_card,1,20.29
11642e99761a28ab38643f6a876f4e9b,1,credit_card,1,208.51
5253650c645f3d453fc1dadecbe9d2c8,1,credit_card,1,43.09
a445dc87690b262055f44d1641033069,1,voucher,1,35.68
0478ce23b7b39ac01b3bbd39109b083a,1,boleto,1,151.05
acee82e21828ddd887e48ad3afc6704e,1,credit_card,4,188.64
a115115559d40a6b8a7bd518af5e1115,1,boleto,1,90.29
8a7637d805be7b25b3124bf6aeb04c26,1,credit_card,2,132.57
14861b02076ed7da9471988265a0104b,1,credit_card,4,2267.18
26a61c64f323051101667738921220fd,1,credit_card,1,62.44
192e8093aeeb86d202c1035db3a5bd48,1,credit_card,2,1570.79
289d1ce30c672184ba3722d783df7628,1,credit_card,1,83.41
7e746592e95b3026beaecc92855b04b1,1,boleto,1,61.16
e3cabd867d0bc59470f4c3d24a7b2f2b,1,credit_card,6,246.35
5aa65b67d199200514ab0d0a701199d2,1,credit_card,4,99.34
7f7c84dc8cc814c4354d21d64ed73a35,1,credit_card,10,613.0
f89a51effc7d2760e697be96c77149bd,1,boleto,1,131.61
bbc7d177c97f61d86a7486d86ed7a8b2,9,voucher,1,2.92
c9410f5c5b7fcdf2468f45213407d3b9,1,credit_card,2,118.84
86e883b47142d3549c534112623c0de4,1,credit_card,3,166.68
72e300729f4020d73fe590991e104c15,1,credit_card,3,88.49
121c96617b2e0acee04016a0f37c1c7b,1,credit_card,2,55.0
2177c4dbccb15e413419402aa089b530,1,credit_card,1,82.33
dc35c2c8b79ef8d3bd5f7e67ebc94051,1,credit_card,3,226.48
0f238eebf8511e286a8c3fb6330ece54,1,credit_card,10,845.81
e42bf7067f681fd8fae881e02681808a,1,boleto,1,125.0
9a3deb474c6a3f4fbdf3252718392c47,1,credit_card,1,192.98
e3369fffb9c064e20cc82f4f612ce0ca,1,credit_card,1,75.3
4b8554eedaef8a794db32fd6f2663cc0,1,credit_card,2,182.91
541908a1babbdf38261cbe80129fab03,1,credit_card,3,155.14
7cb6e4af5a197f3923e8c8358ca71f0a,1,boleto,1,399.88
f6ef0c6575034b2fe19ec54a07aa3633,1,credit_card,5,111.02
b19729f4717938d651f26d5f33dffd72,1,credit_card,8,206.99
517edfde8ef25f2a7f7da80e82c77c27,1,credit_card,4,274.56
099acf2a98eba9bab889af025be407b7,1,boleto,1,113.4
705de20d99bad1d33f30357181b9e9ad,1,credit_card,4,81.28
5f535417894495b2b12f4de92d996800,2,voucher,1,7.3
59fa27082bb77c5dbd8a6568f3b34380,1,credit_card,1,144.94
0497899302217e8f8ea8645ac33c1882,1,credit_card,2,121.16
ca4d9163f73c29c767a726571e8baf23,2,credit_card,1,59.17
60955f77d741a838580384007152692e,1,credit_card,1,89.41
9c0bb2c7680b4f084fc874b19722fc88,1,credit_card,2,45.86
567320164aa96555310f5c8ed6e8c5d7,1,credit_card,5,54.01
1ad01d500af41c23f0f84509df94f797,1,credit_card,4,49.09
4161798c09365bbbcacafab93fa8a790,1,credit_card,1,85.6
9a7c4a07a4b1d502cdba82f5b60123ab,1,credit_card,10,183.29
fe2a11e8a3b98effc469854cd38fafec,1,credit_card,5,156.45
7de07ec95928feca2cc51d11d2561f3c,1,boleto,1,166.35
3385c99ff53af3e0f1115d79f6165d6f,1,credit_card,7,367.2
5d4823ead7848e3fcf42c8fe91cd697e,1,credit_card,8,637.81
5d97051b2fbe2d850d8c195e054735b4,1,credit_card,1,83.0
3e0f5ef6c203acda1961682cdfe47606,1,credit_card,4,94.25
f5e55d131e51bd5f0dccc56c9096a951,1,boleto,1,94.16
ac421cfa14e42c29519f372fa63c6558,1,boleto,1,79.19
04f6cdae6a85ade2864cd5fc811fb9ba,1,credit_card,8,540.06
3cba3b35a00b76f3a83d1cd84bd9becd,1,credit_card,8,362.41
626769ebfbed1c226afe8deb0a5381fc,1,boleto,1,76.08
90dea0577f835cee1385c71345f7a1d9,1,credit_card,1,89.82
a9687a65efa981b3d1e10a8b437962da,1,credit_card,1,68.12
d28830771e797451d8886435458033bc,1,credit_card,2,80.45
be5435c57df6900352df2542b39a99de,1,credit_card,1,147.15
2be45f506aff5e82c64c2b808fe8a93e,1,credit_card,1,47.86
67b5447a2cf4e164c948e2ef8e2c41e0,1,credit_card,1,65.09
26543fb8b34f4547bcbbd431f998ee76,1,credit_card,3,103.55
835b4e81209a4b39fb6142da1591bd88,1,boleto,1,48.69
c16ec8e984cff6fc7c08ca725f3ea5d9,1,credit_card,3,377.31
0b5de0076d26726a10d457e57b93ff25,1,credit_card,5,56.88
d55668bb11f39447c1b40421a936e403,1,credit_card,5,103.43
c389bed1741c8f36cfc6908c1677288b,1,boleto,1,35.77
560f8dd770a2b2c009a4fc935c507014,1,credit_card,3,40.09
a573cb4336fd3982959f7ddd2ec8724b,1,credit_card,1,41.01
87440e08790d85796f5b8bc9f5ed2707,1,boleto,1,362.38
2a3aa58325fd4e7edf1cc7f07edc063a,1,credit_card,4,143.45
f6bf536c581306c6334e82ca15d7bea5,1,boleto,1,43.49
bea71d4639ca3f09311fda9ea2fc7798,1,credit_card,1,65.22
46305152468c40eab4e76930746d4ab1,1,credit_card,3,108.33
465c2e1bee4561cb39e0db8c5993aafc,8,voucher,1,41.03
0cd445b0eedab80706bb88ed32325d08,1,credit_card,7,73.64
d6e86df5b1614d493da54c4c87ce7f2d,1,credit_card,1,24.79
c98f20eb107a235a15b60b2b5de731da,1,credit_card,8,88.08
17c7d18b95217b2fbbc15a88ef4f564f,1,credit_card,4,156.68
7cce12147e61d695697db09de514a27f,1,credit_card,2,148.16
7f15ae6f11b3789f24b78010cf34ecb5,1,credit_card,10,315.84
aa70246e9f9947e5a9a5e69684afe114,1,credit_card,4,48.17
71e077cdb8aba5646817189b9aed6b44,1,credit_card,1,83.17
a825307ee6cde104910defdb22b896bf,1,credit_card,6,256.31
60eeb6cfb0da0d3db8ccd8a0ca15f272,1,credit_card,1,78.86
dff3e288033f5ee1047beaeba16bf081,1,credit_card,1,166.92
7fee8248879e6c2eb655918584bb3ba2,4,voucher,1,30.0
ea6fee69d30e159d8b44c26bd3d8de26,1,boleto,1,101.24
8bcbe01d44d147f901cd3192671144db,4,voucher,1,0.0
58ac1346bc2ee0cfbe205aacad678d60,1,credit_card,5,59.34
dcbca116084725bc77c3e8b6480c4d82,1,credit_card,1,209.46
50a04b6bf216061cb0f7d4a120d6a85a,1,credit_card,1,27.33
e0d821e9ff2e0fc0823d159792d9a2e6,1,credit_card,4,40.22
3ad46319c286aebb25e3121f815b73fb,1,credit_card,3,163.06
5d008946b4867d5a4cbfb2b94d9e1496,1,credit_card,1,41.64
0c54d16446b830ff65da96eb16304fe8,2,voucher,1,100.0
4429817093ef382ad98f0d8471211146,1,credit_card,3,254.23
70aefd12bdd5391f02011072c16e6801,2,voucher,1,85.39
48a5ec0a402d8941529c17a7bc057e0a,1,credit_card,6,216.93
895ab968e7bb0d5659d16cd74cd1650c,13,voucher,1,16.7
169f6274660e528484fd239aa7d27097,1,boleto,1,124.69
61f63fb48cb8e0dc6a39e20cca495fdf,1,boleto,1,88.9
f029d5966aa03c87e17e2482f86202b1,1,credit_card,10,132.57
042649285cd08ef7c546445419b43407,2,voucher,1,50.0
4f209a7c48b44a32ff3196ddbfb4d67e,1,credit_card,3,156.94
e95ff7994939eb1563b12008893b1576,1,credit_card,2,27.36
63a7cdcbeb840292008964a3654b9745,1,credit_card,2,27.78
b67ec52e59f354dc01f81cc0fea68f1b,1,credit_card,3,38.09
dd57685b48de5c49dd9c140d48079aab,1,boleto,1,48.27
4ef814b619124dbb1a4d972c5c8c5446,1,boleto,1,111.99
197edbaa61a8a349f382553fd2180ee1,1,credit_card,4,306.16
4660bb9edc05ee0d35c8aeaa896f3300,1,credit_card,5,180.71
96cd3b3b210139b9da39ca90d9839595,1,credit_card,5,143.15
bf866aa88acb3c2595d0627c7a6bedf7,1,voucher,1,191.79
9199ef819b1eae5b4357b78419b8a92e,1,credit_card,1,212.32
ebd7301e0367440d3ea0fbe1ff784639,1,credit_card,1,32.7
bd34db34f886a82d2f7e9214b6fd01e0,1,credit_card,2,176.9
96e83ce2f455f3e80e37bcb428fb7405,1,credit_card,3,166.21
8c802dd7e15769c1bb543be2b54ac9d4,1,credit_card,5,176.34
f21047183b971c406e3fb28df8e9d5a8,1,credit_card,2,157.65
50d4c71673a49f44db481398f72cb705,1,credit_card,5,628.86
8d9bd5e3d8b2ac2fa02f79f8dd382db0,1,credit_card,1,106.78
900b219f880b29fe2643dfcf67b73595,1,credit_card,4,205.76
4b8e1bc1ffc144019ac363ecc5236493,1,credit_card,1,292.68
a2b641f30be1e5a530738ffe99633544,1,boleto,1,86.73
532eef07d5a2ff826ffd6ef0979e1645,1,credit_card,8,180.95
4289c523d9d7daf854afd779579d63dc,1,credit_card,1,57.37
094a83226235244840060fafa394845d,1,credit_card,2,190.48
96c23bd7ad4b2dc9dc421e8483c06bc1,1,credit_card,1,57.62
166e882a7a129380bfaeb22f00f7fa5d,1,credit_card,3,37.9
b66cbfeca2b3978020caceb7a64093c0,1,boleto,1,177.49
e45620eb46de3b95c078fb17e75db83e,1,credit_card,1,163.98
62e975f28aa68109d68f92298a9327ac,4,voucher,1,20.48
0119e98feb97441cb456c010c25b04ff,1,credit_card,1,104.96
bba17d97a5a45416d0782d5d07fe740d,1,credit_card,1,63.6
0c8703831f0dff29ae877f4f9cce845c,1,boleto,1,288.37
e26d1ae778f8367c217157a4a2bc7002,1,credit_card,2,113.44
2f62d489455bae79172e60f9eb0a9cea,1,credit_card,1,61.85
03e5d6a8dd520898f86f8429ccd07c21,2,voucher,1,46.8
0ed5043fe7d3f4f88353697330bbc020,1,boleto,1,76.63
bb70cb558d0783914c5ebb0c37330776,1,credit_card,3,91.18
4cc00a9ac85dee3a197d788b827da7e8,1,credit_card,8,305.68
578d7094e744d84a1f539b5bf4aa4928,1,credit_card,2,139.07
08b74b3a8bd41e7de2ac99b200eec62d,1,credit_card,5,54.22
cadbb3657dac2dbbd5b84b12e7b78aad,1,boleto,1,409.79
8f0d2087347d1dff81d3b4f38b72ebfd,1,credit_card,5,179.35
cce13fe134ba73a890b0d0b98c97e02a,1,boleto,1,82.68
47d7bd38284cac71afd4fb618c810b6b,1,credit_card,5,1079.75
d72f1372279cc7f3656e8253e755ee79,1,boleto,1,85.31
803aa4666b8c108ee27e65f64ad038fc,1,credit_card,4,98.67
7febb62dd1fd8962d1065fe5ffcacb01,1,credit_card,1,56.92
42c99d4e378b852657e71d810ef1858c,1,credit_card,1,29.56
38ce6e56afadcd3a63c9ff944732287d,1,credit_card,2,161.24
c4fe6f6fb6b226089906913cd4ab8a20,1,boleto,1,96.16
94aefbaa418823fa66d690b18fe5b244,1,credit_card,8,116.57
28d30364312f8bf1c89aff3a4816eb53,1,credit_card,4,125.53
28763f36038db84d7ab6ff7b3ef9774d,1,credit_card,1,81.0
cdaededb679c58a0e7de44a196b55750,1,credit_card,8,114.12
46c43fa21f04b08b446b2bd3e06ae1a8,1,credit_card,7,237.91
7d78ea68e694cb6df0997bb8dca5cf15,1,credit_card,1,121.97
80033798e6e3df555110ccfb54fca308,1,credit_card,3,137.6
